Alloy_Name,B,C,N,Mg,Al,Si,P,S,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Y,Nb,Mo,Ce,Gd,Ta,W,Re,Electrolyte,Cl_M,pH,Temp_C,Test_Method,Ref_Electrode,E_corr_mV,I_corr_uA_per_cm2,ba_mV_per_dec,bc_mV_per_dec,CR_um_per_y,Paper_Name,DOI,Notes
Cu-10Ni,,,,,,1.67,,,,,,0.768,88.24,,9.27,,,,,,,,,,15% NaCl,2.5667,,25.0,Potentiodynamic,SCE,-353.2,184.0,118.0,-400.2,2131.0,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-30Ni,,,,,,0.023,,,,,,,69.53,,29.16,,,,,,,,,,3.5% NaCl,0.5989,,25.0,Potentiodynamic,SCE,-286.1,10.028,87.3,-128.9,116.0,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-30Ni,,,,,,0.023,,,,,,,69.53,,29.16,,,,,,,,,,10% NaCl,1.7112,,25.0,Potentiodynamic,SCE,-348.6,29.209,97.7,-185.3,338.3,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-30Ni,,,,,,0.023,,,,,,,69.53,,29.16,,,,,,,,,,15% NaCl,2.5667,,25.0,Potentiodynamic,SCE,-379.1,34.307,114.0,-416.6,397.4,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-10Ni,,,,,,1.67,,,,,,0.768,88.24,,9.27,,,,,,,,,,3.5% NaCl,0.5989,,25.0,Potentiodynamic,SCE,-287.9,45.91,80.7,-186.2,531.7,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-10Ni,,,,,,1.67,,,,,,0.768,88.24,,9.27,,,,,,,,,,3.5% NaCl,0.5989,,50.0,Potentiodynamic,SCE,-323.8,59.33,57.4,-57.9,687.3,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-10Ni,,,,,,1.67,,,,,,0.768,88.24,,9.27,,,,,,,,,,3.5% NaCl,0.5989,,75.0,Potentiodynamic,SCE,-352.1,60.55,231.6,-175.1,701.4,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-30Ni,,,,,,0.023,,,,,,,69.53,,29.16,,,,,,,,,,3.5% NaCl,0.5989,,25.0,Potentiodynamic,SCE,-286.1,10.028,87.3,-128.9,116.0,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-30Ni,,,,,,0.023,,,,,,,69.53,,29.16,,,,,,,,,,3.5% NaCl,0.5989,,50.0,Potentiodynamic,SCE,-308.9,27.059,81.6,-137.1,313.4,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Cu-30Ni,,,,,,0.023,,,,,,,69.53,,29.16,,,,,,,,,,3.5% NaCl,0.5989,,75.0,Potentiodynamic,SCE,-337.4,28.663,80.1,-119.6,332.0,Comparative Study of Electrochemical Corrosion of Novel Designs of 90/10 and 70/30 Copper-Nickel Alloys in Brine Solutions,10.4152/pea.202003127,
Al72Cr15Ni13,,,,,55.74,,,,,,22.38,,,,21.89,,,,,,,,,,0.1M Na2SO4,,2.0,,Cyclic Potentiodynamic Polarization,SCE,-205.0,3.73,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Heat treatment: 1035～C, Test at room temperature, i_corr=3.73 米A/cm2, E_corr=-0.16V, E_f=0.32V, E_b=1.04V"
Al72Cr15Ni13,,,,,55.74,,,,,,22.38,,,,21.89,,,,,,,,,,0.1M Na2SO4,,2.0,,Cyclic Potentiodynamic Polarization,SCE,-535.0,230.0,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Untreated, 6h mechano-synthesized, Test at room temperature, i_corr=0.23 mA/cm2, E_corr=-0.49V"
Al86Cr12Ni2,,,,,75.8,,,,,,20.38,,,,3.83,,,,,,,,,,0.1M Na2SO4,,2.0,,Cyclic Potentiodynamic Polarization,SCE,-495.0,80.0,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Untreated, Test at room temperature, i_corr=0.08 mA/cm2, E_corr=-0.45V, E_b=0.95V"
Al86Cr12Ni2,,,,,75.8,,,,,,20.38,,,,3.83,,,,,,,,,,0.1M Na2SO4,,2.0,,Cyclic Potentiodynamic Polarization,SCE,-505.0,69.3,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Heat treatment: 445～C, Test at room temperature, i_corr=69.3 米A/cm2, E_corr=-0.46V, E_f=0.35V, E_b=0.76V"
Al86Cr12Ni2,,,,,75.8,,,,,,20.38,,,,3.83,,,,,,,,,,0.1M Na2SO4,,2.0,,Cyclic Potentiodynamic Polarization,SCE,-535.0,28.3,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Heat treatment: 570～C, Test at room temperature, i_corr=28.3 米A/cm2, E_corr=-0.49V, E_f=0.35V, E_b=1.02V, E_rep=0.99V"
Al72Cr15Ni13,,,,,55.74,,,,,,22.38,,,,21.89,,,,,,,,,,3.5% NaCl,0.5989,8.5,,Cyclic Potentiodynamic Polarization,SCE,-535.0,1060.0,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Untreated, Test at room temperature, i_corr=1.06 mA/cm2, E_corr=-0.49V, E_pit=-0.39V, E_rep=-0.55V"
Al72Cr15Ni13,,,,,55.74,,,,,,22.38,,,,21.89,,,,,,,,,,3.5% NaCl,0.5989,8.5,,Cyclic Potentiodynamic Polarization,SCE,-315.0,11.65,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Heat treatment: 1035～C, Test at room temperature, i_corr=11.65 米A/cm2, E_corr=-0.27V, E_pit=0.18V, E_rep=-0.04V, i_rep=50.35 米A/cm2"
Al86Cr12Ni2,,,,,75.8,,,,,,20.38,,,,3.83,,,,,,,,,,3.5% NaCl,0.5989,8.5,,Cyclic Potentiodynamic Polarization,SCE,-585.0,750.0,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Untreated, Test at room temperature, i_corr=0.75 mA/cm2, E_corr=-0.54V"
Al86Cr12Ni2,,,,,75.8,,,,,,20.38,,,,3.83,,,,,,,,,,3.5% NaCl,0.5989,8.5,,Cyclic Potentiodynamic Polarization,SCE,-605.0,246.4,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Heat treatment: 445～C, Test at room temperature, i_corr=246.4 米A/cm2, E_corr=-0.56V"
Al86Cr12Ni2,,,,,75.8,,,,,,20.38,,,,3.83,,,,,,,,,,3.5% NaCl,0.5989,8.5,,Cyclic Potentiodynamic Polarization,SCE,-645.0,129.45,,,,On electrochemical corrosion of mechano-activated and thermally processed AlxCryNiz 2D decagonal quasicrystalline structures and crystalline approximants,10.1016/j.jmst.2024.06.001,"Heat treatment: 570～C, Test at room temperature, i_corr=129.45 米A/cm2, E_corr=-0.60V, i_rep=0.52 mA/cm2, E_rep=-0.45V"
